snr_db,decoder,n_frames,ber,fer,avg_iters,hw_cycles_mean,hw_cycles_p95,hw_cycles_p99,hw_cycles_max,hw_time_us_mean,hw_time_us_p95,hw_time_us_p99,hw_time_us_max,ber_stage1,fer_stage1,grand_invocation_rate,stage1_cycles_mean,stage1_cycles_p95,stage1_cycles_p99,stage1_cycles_max,grand_cycles_mean,grand_cycles_p95,grand_cycles_p99,grand_cycles_max,patterns_tested_mean,patterns_tested_p95,patterns_tested_p99,patterns_tested_max,patterns_evaluated_mean,patterns_evaluated_p95,patterns_evaluated_p99,patterns_evaluated_max,patterns_tested_mean_if_grand,patterns_tested_p95_if_grand,patterns_tested_p99_if_grand,patterns_tested_max_if_grand,patterns_evaluated_mean_if_grand,patterns_evaluated_p95_if_grand,patterns_evaluated_p99_if_grand,patterns_evaluated_max_if_grand
7.5,ldpc4,604,0.02482402817508523,0.33112582781456956,3.3559602649006623,4767.720198675496,5877.0,5877.0,5877.0,5.959650248344371,7.34625,7.34625,7.34625,0.02482402817508523,0.33112582781456956,0.0,4767.720198675496,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.5,ldpc8,2204,0.010158876008118644,0.09074410163339383,4.217332123411978,5887.003176043557,11433.0,11433.0,11433.0,7.3587539700544475,14.29125,14.29125,14.29125,0.010158876008118644,0.09074410163339383,0.0,5887.003176043557,11433.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.5,ldpc15,4772,0.010329532603897488,0.041911148365465216,4.675188600167645,6507.290444258173,18057.0,21156.0,21156.0,8.134113055322716,22.57125,26.445,26.445,0.010329532603897488,0.041911148365465216,0.0,6507.290444258173,18057.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.5,ldpc20,6193,0.00858772836672823,0.03229452607782981,4.850960762150815,6748.351041498466,18057.0,28101.0,28101.0,8.435438801873083,22.57125,35.12625,35.12625,0.00858772836672823,0.03229452607782981,0.0,6748.351041498466,18057.0,28101.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.5,ldpc100,8773,0.0071997140905022605,0.022797218739313802,6.77806907557278,9422.055853185911,16668.0,139221.0,139221.0,11.77756981648239,20.835,174.02625,174.02625,0.0071997140905022605,0.022797218739313802,0.0,9422.055853185911,16668.0,139221.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.5,hyb4,577,0.02531841908258386,0.3466204506065858,3.398613518197574,53684.92547660312,159568.6,160199.0,161076.0,67.1061568457539,199.46075000000002,200.24875,201.345,0.02532931506568355,0.36741767764298094,0.36741767764298094,4838.615251299827,5877.0,5877.0,5877.0,48846.31022530329,153691.6,154322.0,155199.0,11906.318890814558,34370.0,34370.0,34370.0,11908.353552859619,34370.0,34370.0,34370.0,32405.405660377357,34370.0,34370.0,34370.0,32410.943396226416,34370.0,34370.0,34370.0
7.5,hyb8,1984,0.013820064957530062,0.10080645161290322,4.283266129032258,20860.451612903227,164716.1,165433.68,165874.0,26.07556451612903,205.895125,206.79209999999998,207.3425,0.013824072610469555,0.10786290322580645,0.10786290322580645,5984.080645161291,11433.0,11433.0,11433.0,14876.370967741936,153283.1,154000.68,154441.0,3471.0438508064517,34370.0,34370.0,34370.0,3471.625504032258,34370.0,34370.0,34370.0,32180.144859813085,34370.0,34370.0,34370.0,32185.53738317757,34370.0,34370.0,34370.0
7.5,hyb15,5049,0.009268891197624229,0.03961180431768667,4.672806496335908,12519.498910675382,18057.0,175186.0,175649.0,15.649373638344226,22.57125,218.9825,219.56125,0.009269001067643601,0.040007922360863535,0.040007922360863535,6503.370766488413,18057.0,21156.0,21156.0,6016.128144186968,0.0,154030.0,154493.0,1361.4622697563875,0.0,34370.0,34370.0,1361.5189146365617,0.0,34370.0,34370.0,34029.816831683165,34370.0,34370.0,34370.0,34031.232673267325,34370.0,34370.0,34370.0
7.5,hybsv4,571,0.025705577259867978,0.3502626970227671,3.3677758318739053,203313.78633975482,623667.5,627756.8,632887.0,254.1422329246935,779.5843749999999,784.696,791.10875,0.02571982611218769,0.37478108581436076,0.37478108581436076,4798.145359019264,5877.0,5877.0,5877.0,198515.64098073554,617790.5,621879.8,627010.0,38821.677758318736,110566.0,110566.0,110566.0,38823.35201401051,110566.0,110566.0,110566.0,103584.94392523365,110566.0,110566.0,110566.0,103589.41121495327,110566.0,110566.0,110566.0
7.5,hybsv8,2184,0.013496065386782842,0.09157509157509157,4.256868131868132,60030.85164835165,623551.8,628644.64,634240.0,75.03856456043957,779.43975,785.8058,792.8,0.013498774709018791,0.09661172161172162,0.09661172161172162,5943.802197802198,11433.0,11433.0,11433.0,54087.04945054945,612118.8,617211.64,622807.0,10151.968864468865,110566.0,110566.0,110566.0,10152.524267399267,110566.0,110566.0,110566.0,105080.09478672985,110566.0,110566.0,110566.0,105085.84360189573,110566.0,110566.0,110566.0
7.5,hybsv15,4472,0.010312688549925375,0.044722719141323794,4.739042933810376,33735.3177549195,19446.0,633628.58,641744.0,42.16914719364938,24.3075,792.035725,802.18,0.01031281259592891,0.04539355992844365,0.04539355992844365,6597.101967799642,19446.0,21156.0,21156.0,27138.215787119858,0.0,612472.58,620588.0,4944.8193202146695,0.0,110566.0,110566.0,4944.836538461538,0.0,110566.0,110566.0,108932.17733990148,110566.0,110566.0,110566.0,108932.5566502463,110566.0,110566.0,110566.0
8.0,ldpc4,623,0.023865422606779565,0.32102728731942215,3.298555377207063,4684.743178170144,5877.0,5877.0,5877.0,5.855928972712681,7.34625,7.34625,7.34625,0.023865422606779565,0.32102728731942215,0.0,4684.743178170144,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.0,ldpc8,2635,0.009059808787038388,0.07590132827324478,4.121442125237191,5749.047438330171,11433.0,11433.0,11433.0,7.1863092979127146,14.29125,14.29125,14.29125,0.009059808787038388,0.07590132827324478,0.0,5749.047438330171,11433.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.0,ldpc15,7243,0.006519225459063924,0.027612867596299877,4.364904045285103,6071.71544939942,13890.0,21156.0,21156.0,7.589644311749275,17.3625,26.445,26.445,0.006519225459063924,0.027612867596299877,0.0,6071.71544939942,13890.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.0,ldpc20,8945,0.00568455816445669,0.022358859698155393,4.453549468977082,6193.157406372275,13890.0,28101.0,28101.0,7.7414467579653445,17.3625,35.12625,35.12625,0.00568455816445669,0.022358859698155393,0.0,6193.157406372275,13890.0,28101.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.0,ldpc100,13292,0.004825053820690294,0.01504664459825459,5.77776105928378,8030.14008426121,13890.0,139221.0,139221.0,10.037675105326512,17.3625,174.02625,174.02625,0.004825053820690294,0.01504664459825459,0.0,8030.14008426121,13890.0,139221.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.0,hyb4,654,0.0202016946238894,0.3058103975535168,3.302752293577982,47447.32262996942,159552.15,160134.92,160953.0,59.30915328746177,199.4401875,200.16865,201.19125,0.020209328574272118,0.3180428134556575,0.3180428134556575,4689.614678899083,5877.0,5877.0,5877.0,42757.70795107033,153675.15,154257.92,155076.0,10515.871559633028,34370.0,34370.0,34370.0,10517.137614678899,34370.0,34370.0,34370.0,33064.32692307692,34370.0,34370.0,34370.0,33068.307692307695,34370.0,34370.0,34370.0
8.0,hyb8,2769,0.008851565621921485,0.07222824124232576,4.012639942217407,16247.759118815457,164112.6,165383.64,166522.0,20.309698898519322,205.14075,206.72955,208.1525,0.008853368656789776,0.07583965330444203,0.07583965330444203,5597.901408450704,11433.0,11433.0,11433.0,10649.857710364753,152679.6,153950.64,155089.0,2484.670639219935,34370.0,34370.0,34370.0,2484.9960274467317,34370.0,34370.0,34370.0,32762.157142857144,34370.0,34370.0,34370.0,32766.44761904762,34370.0,34370.0,34370.0
8.0,hyb15,6066,0.006945054108943632,0.03297065611605671,4.423343224530168,11174.041048466865,15279.0,175154.0,176052.0,13.967551310583582,19.09875,218.9425,220.065,0.006945115075393551,0.033300362677217275,0.033300362677217275,6154.71315529179,15279.0,21156.0,21156.0,5019.327893175074,0.0,153998.0,154896.0,1133.2024398285525,0.0,34370.0,34370.0,1133.2222222222222,0.0,34370.0,34370.0,34029.732673267325,34370.0,34370.0,34370.0,34030.32673267327,34370.0,34370.0,34370.0
8.0,hybsv4,674,0.021793737818903307,0.29673590504451036,3.311572700296736,172813.353115727,622907.45,626935.21,630823.0,216.01669139465875,778.6343125000001,783.6690125,788.52875,0.02180663222306112,0.31602373887240354,0.31602373887240354,4701.218100890208,5877.0,5877.0,5877.0,168112.1350148368,617030.45,621058.21,624946.0,32907.765578635015,110566.0,110566.0,110566.0,32909.8293768546,110566.0,110566.0,110566.0,104130.67605633802,110566.0,110566.0,110566.0,104137.20657276995,110566.0,110566.0,110566.0
8.0,hybsv8,2814,0.009424493655980453,0.07107320540156362,4.055081734186212,47352.279673063254,622975.5,627621.71,633572.0,59.19034959132909,778.719375,784.5271374999999,791.965,0.009427056391752144,0.07640369580668088,0.07640369580668088,5657.034115138593,11433.0,11433.0,11433.0,41695.24555792466,611542.5,616188.71,622139.0,7898.160625444208,110566.0,110566.0,110566.0,7898.486140724946,110566.0,110566.0,110566.0,103374.06511627907,110566.0,110566.0,110566.0,103378.32558139534,110566.0,110566.0,110566.0
8.0,hybsv15,7837,0.005667410432835291,0.02551996937603675,4.299476840627792,21421.80209263749,13890.0,633538.56,641939.0,26.777252615796858,17.3625,791.9232,802.42375,0.005667599190005233,0.0259027689166773,0.0259027689166773,5980.2881204542555,13890.0,21156.0,21156.0,15441.513972183233,0.0,612382.56,620783.0,2822.7001403598315,0.0,110566.0,110566.0,2822.73089192293,0.0,110566.0,110566.0,108972.91133004926,110566.0,110566.0,110566.0,108974.0985221675,110566.0,110566.0,110566.0
8.5,ldpc4,718,0.014936862339503223,0.2785515320334262,3.264623955431755,4623.977715877438,5877.0,5877.0,5877.0,5.7799721448467976,7.34625,7.34625,7.34625,0.014936862339503223,0.2785515320334262,0.0,4623.977715877438,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.5,ldpc8,3426,0.0064427481113793926,0.05837711617046118,3.8753648569760655,5401.620840630473,11433.0,11433.0,11433.0,6.75202605078809,14.29125,14.29125,14.29125,0.0064427481113793926,0.05837711617046118,0.0,5401.620840630473,11433.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.5,ldpc15,10392,0.003981819481075566,0.01924557351809084,4.084391839876829,5679.398094688222,12501.0,21156.0,21156.0,7.099247618360278,15.62625,26.445,26.445,0.003981819481075566,0.01924557351809084,0.0,5679.398094688222,12501.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.5,ldpc20,11801,0.0038504659869863602,0.016947716295229218,4.242606558766206,5898.420727057029,12501.0,28101.0,28101.0,7.373025908821286,15.62625,35.12625,35.12625,0.0038504659869863602,0.016947716295229218,0.0,5898.420727057029,12501.0,28101.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.5,ldpc100,17851,0.003547465890396474,0.011203854125819281,5.172371295725729,7188.020166937426,12501.0,139221.0,139221.0,8.985025208671782,15.62625,174.02625,174.02625,0.003547465890396474,0.011203854125819281,0.0,7188.020166937426,12501.0,139221.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.5,hyb4,740,0.015681472893011354,0.2702702702702703,3.264864864864865,42828.49594594594,159435.6,160185.93,161248.0,53.53561993243243,199.2945,200.2324125,201.56,0.015695216296177834,0.3,0.3,4631.197297297297,5877.0,5877.0,5877.0,38197.29864864865,153558.6,154308.93,155371.0,9295.047297297297,34370.0,34370.0,34370.0,9297.847297297298,34370.0,34370.0,34370.0,30983.49099099099,34370.0,34370.0,34370.0,30992.824324324323,34370.0,34370.0,34370.0
8.5,hyb8,3573,0.006933214178660797,0.055975370836831795,3.8726560313462075,13556.825916596697,125614.79999999983,165373.0,167263.0,16.946032395745874,157.0184999999998,206.71625,209.07875,0.006933990464314045,0.05793450881612091,0.05793450881612091,5397.716204869857,11433.0,11433.0,11433.0,8159.10971172684,114181.79999999983,153940.0,155830.0,1924.2460117548278,34370.0,34370.0,34370.0,1924.411698852505,34370.0,34370.0,34370.0,33214.159420289856,34370.0,34370.0,34370.0,33217.0193236715,34370.0,34370.0,34370.0
8.5,hyb15,8364,0.005255887623486399,0.02391200382592061,4.118962219033955,9346.082496413199,12501.0,175098.44,176053.0,11.682603120516498,15.62625,218.87305,220.06625,0.005256064487420022,0.02462936394069823,0.02462936394069823,5729.144548063127,12501.0,21156.0,21156.0,3616.9379483500716,0.0,153942.44,154897.0,821.8971783835485,0.0,34370.0,34370.0,821.9543280726925,0.0,34370.0,34370.0,33370.6213592233,34370.0,34370.0,34370.0,33372.94174757282,34370.0,34370.0,34370.0
8.5,hybsv4,752,0.01509903570754123,0.26595744680851063,3.2127659574468086,152025.39627659574,621530.05,626836.39,631467.0,190.03174534574467,776.9125625,783.5454875,789.33375,0.01511378926413194,0.2912234042553192,0.2912234042553192,4556.014627659574,5877.0,5877.0,5877.0,147469.38164893616,615653.05,620959.39,625590.0,29508.92154255319,110566.0,110566.0,110566.0,29511.98404255319,110566.0,110566.0,110566.0,101327.43835616438,110566.0,110566.0,110566.0,101337.95433789954,110566.0,110566.0,110566.0
8.5,hybsv8,3580,0.007229461422762884,0.055865921787709494,3.8899441340782124,37990.972905027935,488823.4499999939,623961.92,634539.0,47.48871613128492,611.0293124999923,779.9524,793.17375,0.007230959307130343,0.05893854748603352,0.05893854748603352,5422.051675977654,11433.0,11433.0,11433.0,32568.92122905028,477390.4499999939,612528.92,623106.0,6177.80530726257,110566.0,110566.0,110566.0,6178.184078212291,110566.0,110566.0,110566.0,104817.73933649289,110566.0,110566.0,110566.0,104824.16587677725,110566.0,110566.0,110566.0
8.5,hybsv15,10194,0.004721766806788539,0.019619383951343928,4.087600549342751,17542.005199136747,12501.0,633490.14,640717.0,21.927506498920938,15.62625,791.862675,800.89625,0.004721803085235195,0.019815577790857367,0.019815577790857367,5684.037963507946,12501.0,21156.0,21156.0,11857.967235628801,0.0,612334.14,619561.0,2169.2379831273297,0.0,110566.0,110566.0,2169.244457524034,0.0,110566.0,110566.0,109471.34653465346,110566.0,110566.0,110566.0,109471.67326732674,110566.0,110566.0,110566.0
9.0,ldpc4,740,0.012752128978090516,0.2702702702702703,3.17027027027027,4490.262162162162,5877.0,5877.0,5877.0,5.612827702702703,7.34625,7.34625,7.34625,0.012752128978090516,0.2702702702702703,0.0,4490.262162162162,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.0,ldpc8,4689,0.004227168016293957,0.04265301770100235,3.6754105352953723,5118.836852207293,11112.0,11433.0,11433.0,6.398546065259118,13.89,14.29125,14.29125,0.004227168016293957,0.04265301770100235,0.0,5118.836852207293,11112.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.0,ldpc15,14769,0.002727519079825366,0.013541878258514457,3.8547633556774326,5358.6132439569365,11112.0,21156.0,21156.0,6.698266554946172,13.89,26.445,26.445,0.002727519079825366,0.013541878258514457,0.0,5358.6132439569365,11112.0,21156.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.0,ldpc20,19102,0.0025422827406157786,0.010470107842110775,3.891477332216522,5408.622919066066,11112.0,28101.0,28101.0,6.7607786488325825,13.89,35.12625,35.12625,0.0025422827406157786,0.010470107842110775,0.0,5408.622919066066,11112.0,28101.0,28101.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.0,ldpc100,29726,0.002150129715305112,0.0067281168001076495,4.500941936352015,6253.968075085783,11112.0,30558.0,139221.0,7.817460093857228,13.89,38.1975,174.02625,0.002150129715305112,0.0067281168001076495,0.0,6253.968075085783,11112.0,30558.0,139221.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.0,hyb4,764,0.012126450246290157,0.2617801047120419,3.225130890052356,40670.232984293194,159345.0,160230.27,161358.0,50.837791230366484,199.18125,200.2878375,201.6975,0.012139035828247467,0.28403141361256545,0.28403141361256545,4570.880890052356,5877.0,5877.0,5877.0,36099.352094240836,153468.0,154353.27,155481.0,9006.554973821989,34370.0,34370.0,34370.0,9008.848167539267,34370.0,34370.0,34370.0,31709.714285714286,34370.0,34370.0,34370.0,31717.78801843318,34370.0,34370.0,34370.0
9.0,hyb8,5129,0.0037422084192334803,0.03899395593682979,3.660947553129265,10790.396178592318,11112.0,165160.32,166999.0,13.487995223240397,13.89,206.45040000000003,208.74875,0.0037430736697350374,0.04152856307272373,0.04152856307272373,5098.386820042893,11112.0,11433.0,11433.0,5692.009358549425,0.0,153727.32,155566.0,1345.4020276857086,0.0,34370.0,34370.0,1345.567362058881,0.0,34370.0,34370.0,32397.028169014084,34370.0,34370.0,34370.0,32401.009389671362,34370.0,34370.0,34370.0
9.0,hyb15,14168,0.0028500319705378236,0.014116318464144552,3.8428853754940713,7478.680265386787,11112.0,174383.91999999998,175555.0,9.348350331733483,13.89,217.9799,219.44375,0.002850136381177351,0.01432806324110672,0.01432806324110672,5342.36709486166,11112.0,21156.0,21156.0,2136.313170525127,0.0,153227.91999999998,154399.0,485.3801524562394,0.0,34370.0,34370.0,485.3957509881423,0.0,34370.0,34370.0,33876.187192118225,34370.0,34370.0,34370.0,33877.275862068964,34370.0,34370.0,34370.0
9.0,hybsv4,836,0.013685643809631665,0.23923444976076555,3.138755980861244,139721.004784689,623260.25,627074.75,632373.0,174.65125598086127,779.0753125,783.8434374999999,790.46625,0.013700020879929787,0.2631578947368421,0.2631578947368421,4444.205741626794,5877.0,5877.0,5877.0,135276.7990430622,617383.25,621197.75,626496.0,26511.944976076556,110566.0,110566.0,110566.0,26514.745215311006,110566.0,110566.0,110566.0,100745.39090909091,110566.0,110566.0,110566.0,100756.03181818181,110566.0,110566.0,110566.0
9.0,hybsv8,5003,0.005017551599217984,0.03997601439136518,3.7055766540075954,28380.009394363384,11112.0,623752.96,631485.0,35.47501174295423,13.89,779.6912,789.35625,0.005019436562914322,0.043174095542674394,0.043174095542674394,5160.9048570857485,11112.0,11433.0,11433.0,23219.10453727763,0.0,612319.96,620052.0,4435.894063561863,0.0,110566.0,110566.0,4436.2036777933245,0.0,110566.0,110566.0,102744.3425925926,110566.0,110566.0,110566.0,102751.51388888889,110566.0,110566.0,110566.0
9.0,hybsv15,14793,0.0028827928970083004,0.01351990806462516,3.8729128641925237,13578.2214560941,11112.0,633068.48,641831.0,16.972776820117627,13.89,791.3356,802.28875,0.0028829053962433054,0.013790306225917663,0.013790306225917663,5383.902656661935,11112.0,21156.0,21156.0,8194.318799432163,0.0,611912.48,620675.0,1495.1409450415738,0.0,110566.0,110566.0,1495.1589265192997,0.0,110566.0,110566.0,108419.70588235294,110566.0,110566.0,110566.0,108421.00980392157,110566.0,110566.0,110566.0
9.5,ldpc4,901,0.01029346091456567,0.22197558268590456,3.1498335183129855,4446.372918978912,5877.0,5877.0,5877.0,5.557966148723642,7.34625,7.34625,7.34625,0.01029346091456567,0.22197558268590456,0.0,4446.372918978912,5877.0,5877.0,5877.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,ldpc8,7199,0.0026433908473481277,0.02778163633838033,3.536602305875816,4921.258508126129,9723.0,11433.0,11433.0,6.151573135157661,12.15375,14.29125,14.29125,0.0026433908473481277,0.02778163633838033,0.0,4921.258508126129,9723.0,11433.0,11433.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.5,ldpc15,22371,0.0018740416785361649,0.008940145724375308,3.6282687407804746,5042.535067721604,9723.0,19446.0,21156.0,6.303168834652005,12.15375,24.3075,26.445,0.0018740416785361649,0.008940145724375308,0.0,5042.535067721604,9723.0,19446.0,21156.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
